#sample_accession	run_accession	paired	Tissue	Sub_Tissue	Origin	Age_Days	Source
SRS2154681	SRR5488309	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	46	new
SRS2154682	SRR5488310	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	49	new
SRS2154683	SRR5488311	y	Retina	Retina.Fetal.Tissue	Fetal.Tissue	55	new
SRS2154684	SRR5488312	y	Retina	Retina.Fetal.Tissue	Fetal.Tissue	55	new
SRS2154685	SRR5488313	y	Retina	Retina_Fetal.Eye	Fetal.Tissue	56	new
SRS2154686	SRR5488314	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	63	new
SRS2154687	SRR5488315	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	63	new
SRS2154688	SRR5488316	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	70	new
SRS2154689	SRR5488317	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	84	new
SRS2154690	SRR5488318	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	91	new
SRS2154691	SRR5488319	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	91	new
SRS2154692	SRR5488320	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	98	new
SRS2154693	SRR5488321	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	98	new
SRS2154694	SRR5488322	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	98	new
SRS2154695	SRR5488323	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	105	new
SRS2154696	SRR5488324	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	105	new
SRS2154697	SRR5488325	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	105	new
SRS2154698	SRR5488326	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	105	new
SRS2154699	SRR5488327	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	112	new
SRS2154700	SRR5488328	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	112	new
SRS2154701	SRR5488329	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	112	new
SRS2154702	SRR5488330	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	119	new
SRS2154703	SRR5488331	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	119	new
SRS2154704	SRR5488332	y	Retina	Retina_Fetal.Tissue	Fetal.Tissue	126	new
SRS2154705	SRR5488333	y	Retina	Retina_Adult.Tissue	Adult.Tissue	518	new
SRS2154706	SRR5488334	y	Retina	Retina_Adult.Tissue	Adult.Tissue	539	new
SRS2154707	SRR5488335	y	Retina	Retina_Adult.Tissue	Adult.Tissue	581	new
